file,field,shape,dtype
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step07500_site5_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step07500_site5_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step07500_site5_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step07500_site5_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step07500_site5_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step07500_site5_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site0_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site1_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site2_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site3_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site4_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_pareto_v28_step10000_site5_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site0.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site0.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site0.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site0.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site0.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site1.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site1.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site1.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site1.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site1.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site2.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site2.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site2.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site2.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site2.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site3.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site3.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site3.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site3.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site3.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site4.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site4.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site4.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site4.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site4.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site5.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site5.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site5.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site5.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_raw_site5.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site0_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site1_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site2_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site3_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site4_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step07500_site5_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site0_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site1_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site2_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site3_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site4_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5_execution.npz,states,3 x 289 x 36,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5_execution.npz,power_w,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5_execution.npz,time_h,289,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5_execution.npz,production_kg,3 x 48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5_execution.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-04-07_priority_v21_carbon_step10000_site5_execution.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site0.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site0.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site0.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site0.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site0.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site1.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site1.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site1.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site1.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site1.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site2.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site2.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site2.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site2.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site2.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site3.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site3.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site3.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site3.npz,power_w,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site3.npz,signal,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site4.npz,current_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site4.npz,amplitude_ka,48,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site4.npz,states,289 x 36,float64
data/reference/results/full_cycle_v13/2020-10-17_pareto_v28_raw_site4.npz,power_w,48,float64
