file,field,shape,dtype
data/reference/results/robust_v28/2020-04-07/scenario_01/v28_pattern2_price25.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_01/v28_pattern2_price25.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_01/v28_pattern2_price25.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_01/v28_pattern2_price25.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,weights,6 x 46,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant.npz,q,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant_execution.npz,states,6 x 3 x 289 x 36,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M1_constant_execution.npz,time_h,289,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,weights,6 x 58,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed.npz,q,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed_execution.npz,states,6 x 3 x 289 x 36,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/M4_proposed_execution.npz,time_h,289,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/balanced_full_library.npz,weights,6 x 46,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/balanced_full_library.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/balanced_full_library.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/balanced_full_library.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/balanced_full_library.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/balanced_full_library.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/balanced_full_library.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/balanced_full_library.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/balanced_full_library.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/balanced_full_library.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_carbon.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_carbon.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_carbon.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_carbon.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_carbon.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_carbon.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_carbon.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_carbon.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_carbon.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_carbon.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_cost.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_cost.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_cost.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_cost.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_cost.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_cost.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_cost.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_cost.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_cost.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_cost.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_curtailment.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_curtailment.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_curtailment.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_curtailment.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_curtailment.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_curtailment.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_curtailment.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_curtailment.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_curtailment.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_curtailment.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_price25.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_price25.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_price25.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_price25.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_price25.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_price25.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_price25.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_price25.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_price25.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/constant_price25.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/balanced_full_library.npz,weights,6 x 46,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/balanced_full_library.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/balanced_full_library.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/balanced_full_library.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/balanced_full_library.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/balanced_full_library.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/balanced_full_library.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/balanced_full_library.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/balanced_full_library.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/balanced_full_library.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_carbon.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_carbon.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_carbon.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_carbon.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_carbon.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_carbon.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_carbon.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_carbon.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_carbon.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_carbon.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_cost.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_cost.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_cost.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_cost.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_cost.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_cost.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_cost.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_cost.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_cost.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_cost.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_curtailment.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_curtailment.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_curtailment.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_curtailment.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_curtailment.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_curtailment.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_curtailment.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_curtailment.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_curtailment.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_curtailment.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_price25.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_price25.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_price25.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_price25.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_price25.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_price25.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_price25.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_price25.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_price25.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/prior_realized_reference/scenario_adaptive_price25.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_carbon.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_carbon.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_carbon.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_carbon.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_carbon.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_carbon.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_carbon.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_carbon.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_carbon.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_carbon.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_cost.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_cost.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_cost.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_cost.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_cost.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_cost.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_cost.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_cost.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_cost.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_cost.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_curtailment.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_curtailment.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_curtailment.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_curtailment.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_curtailment.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_curtailment.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_curtailment.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_curtailment.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_curtailment.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_curtailment.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_price25.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_price25.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_price25.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_price25.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_price25.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_price25.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_price25.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_price25.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_price25.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v20_price25.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_carbon.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_carbon.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_carbon.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_carbon.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_carbon.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_carbon.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_carbon.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_carbon.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_carbon.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_carbon.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_cost.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_cost.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_cost.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_cost.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_cost.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_cost.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_cost.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_cost.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_cost.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_cost.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_curtailment.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_curtailment.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_curtailment.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_curtailment.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_curtailment.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_curtailment.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_curtailment.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_curtailment.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_curtailment.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_curtailment.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_price25.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_price25.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_price25.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_price25.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_price25.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_price25.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_price25.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_price25.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_price25.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/recovery_v21_price25.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_carbon.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_carbon.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_carbon.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_carbon.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_carbon.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_carbon.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_carbon.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_carbon.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_carbon.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_carbon.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_cost.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_cost.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_cost.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_cost.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_cost.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_cost.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_cost.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_cost.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_cost.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_cost.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_curtailment.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_curtailment.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_curtailment.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_curtailment.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_curtailment.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_curtailment.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_curtailment.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_curtailment.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_curtailment.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_curtailment.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_price25.npz,weights,6 x 1,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_price25.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_price25.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_price25.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_price25.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_price25.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_price25.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_price25.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_price25.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/scenario_adaptive_price25.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_carbon.npz,weights,6 x 46,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_carbon.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_carbon.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_carbon.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_carbon.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_carbon.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_carbon.npz,commitment,72,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_carbon.npz,rho,79 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_carbon.npz,carbon_rate,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_carbon.npz,allocation_t,6,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_cost.npz,weights,6 x 46,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_cost.npz,pg,72 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_cost.npz,pr,82 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_cost.npz,pl,6 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_cost.npz,flow,126 x 48,float64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_cost.npz,branches,6,int64
data/reference/results/robust_v28/2020-04-07/scenario_02/v27_library_cost.npz,commitment,72,int64
